337 603
15 165
8762 8961
8961 269
154 15
165 337
269 335
269 154
4104 4273
4104 3765
5470 6020
6020 6102
6020 6163
6102 6163
7176 7235
7193 7236
7235 7525
7236 7377
7377 7525
7447 7236
7525 7557
7557 7602
7570 7447
7602 7710
7710 7570
7950 8232
8232 8402
8402 8518
8518 8559
8559 8539
8559 8597
8559 8698
8679 8709
8698 8679
8709 8812
8812 8906
8834 8698
8865 8834
8906 9002
8988 8865
9002 8988
6285 6229
6285 6295
6461 6285
6461 6462
6462 6500
6510 6461
6743 6510
546 553
553 617
617 951
1577 1641
1641 1708
1708 2077
1791 1577
2088 1708
2088 2095
2077 2091
2095 1791
2091 2088
5235 5200
5340 5235
5340 5429
5340 5478
5351 5404
5429 5435
5435 5351
5435 5602
5506 5340
5602 5681
5681 5506
1443 1502
1502 1503
1503 1652
1148 1542
1542 1603
1542 2165
1603 1568
2165 2511
7747 7776
7776 7936
7936 7980
7980 8080
8075 7754
8080 8204
8167 8075
8204 8260
8260 8322
8278 8167
8322 8278
4037 3685
4110 4140
4140 4199
4199 4037
2326 3117
3117 3307
3307 3659
3307 3734
3685 3890
3699 4110
3890 3699
403 542
21 168
168 264
264 403
4390 4621
4467 4390
4621 4819
4819 5028
5028 5288
5132 4819
5132 5267
5231 5132
5267 5459
5288 5440
5440 5231
5440 5576
8162 8465
8238 8162
8238 8694
8465 8694
8694 8974
8974 8238
334 402
402 539
509 585
539 509
539 681
539 811
681 779
718 804
779 804
804 911
813 718
896 813
911 896
74 188
188 334
5463 5670
5463 5704
2491 2294
2491 2653
2618 2282
2646 2618
2653 2693
2657 2491
2693 2646
2693 2827
2943 2845
3449 3475
3461 3249
3461 3449
3572 3461
1862 1956
1956 2040
2040 2106
2040 2120
2106 2296
4287 4232
4287 4382
4343 4405
4343 4287
4382 4402
4402 4468
4405 4382
4514 4405
4567 4514
6951 7062
7062 7188
7188 7242
7226 7152
7242 7259
7254 7226
7259 7254
4763 4730
4853 4656
4623 4630
4630 4786
4662 4630
4757 4662
4786 4757
4915 4785
4915 5017
7615 7417
7796 7528
7796 7615
7796 7949
7924 7796
7882 7852
7882 7906
7906 7948
7928 7882
7948 7928
1465 1338
1922 1465
2015 1922
4787 4434
5291 4787
5744 5291
5986 5744
6132 5986
6396 6132
6396 6920
6536 6555
6555 6688
6688 6705
6688 7125
6705 6536
6920 7310
6927 6396
7125 7685
7310 7371
7352 6927
7371 6688
7582 7352
7685 7582
8123 8097
8131 8123
472 566
566 674
674 721
721 789
789 794
794 897
811 874
818 811
818 919
874 984
897 1143
919 1003
984 1084
1003 1088
1084 1136
1088 1173
1136 1162
1162 1231
1173 1213
1190 1143
1213 1240
1231 1298
1240 1453
1298 1463
1347 1190
1393 1347
1453 1464
1464 1393
1463 1520
1520 1666
2216 2134
2286 2216
2421 2650
2473 2286
2484 2421
2650 2777
2777 2990
2891 2473
2990 2891
8353 8411
8411 8486
8486 8556
8556 8425
8556 8636
8636 8675
8636 8820
8675 8747
8820 8787
6023 5914
6092 6023
6148 6095
6168 6092
6212 6148
6212 6220
6220 6168
6220 6418
6324 6212
6406 6410
6410 6324
6410 6526
6418 6324
6418 6485
6418 6588
6485 6695
6526 6623
6623 6703
6703 6779
778 802
802 934
810 778
934 909
1326 810
3970 3903
3994 3970
4094 3994
4232 4094
4450 4232
4552 4450
5020 4552
5287 5020
3410 3418
3418 3454
3454 3547
3482 3410
3547 3482
3665 3547
3748 3845
3845 3665
3903 3748
591 98
806 591
1208 806
98 1208
7869 8140
8140 7986
8140 8368
8523 8632
8538 8585
8541 8572
8572 8523
8585 8541
8632 8498
3975 4057
3982 3975
4031 3905
4057 4031
4057 4357
4057 3873
4357 4359
4359 3982
4359 4534
4534 4357
3905 3873
1829 1654
1829 1983
1865 1702
1865 1829
1983 2035
1998 1865
2035 1865
2085 1998
5531 5685
5603 5531
5603 5794
5685 5787
5787 5603
5794 5812
4100 3974
4100 4247
5469 5649
5571 5469
5649 5708
5695 5571
5705 5695
5708 5776
5825 5776
5883 5705
5987 5825
5987 5883
2238 2560
2560 2818
2818 3173
3173 3275
3690 3275
3705 3690
7001 7051
7001 7056
7056 7106
7106 7178
7139 7056
7178 7139
1629 1677
1953 1629
2261 1953
7965 8039
8039 8135
8135 8151
2356 2227
2714 2356
2970 2714
3188 2970
4520 4671
4671 4798
4773 4923
4798 4773
4844 4798
4923 4844
5962 6072
5980 5962
6072 6115
6115 5980
5339 8254
8254 8630
8630 5339
6056 6075
6075 6175
6149 6056
6175 6378
6299 6149
6378 6629
6556 6299
6603 6556
6629 6603
6629 6714
6714 6752
1543 1544
1544 1556
1552 1543
1567 1552
1601 1567
1713 2004
1735 1713
1790 1601
1790 1852
1852 1735
1876 1790
1948 2061
2004 1948
2061 1876
2061 2124
2124 2159
2124 2199
2159 2047
2199 2135
6582 6982
6982 7590
7590 7913
7665 6582
7790 7913
7913 7665
7913 8181
15 39
39 8781
8430 8315
8450 8308
8634 8450
8650 8454
8667 8430
8665 8634
8684 8667
8775 15
8775 8650
8775 8684
8781 8665
8781 8775
834 854
834 915
854 937
915 1017
936 921
937 941
941 936
1017 1122
1122 1135
1122 1273
1135 1220
1203 1131
1220 1228
1228 1203
1273 1303
1303 1261
322 440
322 99
338 322
429 322
440 429
99 25
2042 2020
2550 2042
8305 8431
8431 8576
8576 8695
8695 8720
8720 8728
8728 8628
8728 8812
294 224
360 383
383 352
437 360
489 294
510 437
596 489
596 510
8852 8773
8852 8916
8911 8852
8916 8969
8969 8984
8984 8911
9072 8969
224 9072
2451 2553
2553 2746
2746 2451
2746 2878
2773 3165
2878 2773
2996 3165
3045 2996
3165 2878
3185 3045
3438 3468
3468 3518
1175 1336
1247 1264
1264 1175
1336 1355
1355 1247
8863 9016
8937 8863
9016 280
5953 5944
5953 5984
5953 6084
6084 6134
6134 6165
6165 6241
6241 6247
6247 6271
6271 6380
6380 6553
6527 6508
6553 6615
6580 6527
6615 6580
6930 6973
6973 7063
5789 5854
5854 5892
5867 5789
5879 5842
5879 5867
5879 5899
5879 5933
5881 6056
5892 5881
6446 6378
6561 6446
6581 6561
6698 6581
6869 6698
7141 6869
3981 4119
4116 3909
4119 4116
3909 3981
7536 7479
7536 7488
7635 7536
6746 6879
6859 6746
6879 6859
6879 7194
6913 6859
7039 6913
7121 7039
7121 7217
7194 7039
7194 7234
7217 7150
7217 7264
7234 7121
7264 7340
7337 7348
7348 7194
1038 1030
1239 1038
1346 1239
1373 1346
1389 1373
1411 1346
1409 1389
1457 1411
1497 1409
1791 1497
1910 1457
6897 6783
6905 6897
5671 6217
5771 5671
5897 5771
6217 5897
544 622
544 664
622 664
8502 8540
8848 8502
8848 126
9076 8540
77 9076
126 77
4295 4301
4301 4660
4301 3757
4335 4069
4377 4375
4518 4335
4518 4377
4554 4295
4554 4518
4660 4554
4905 4660
5054 4905
5191 5054
3569 3775
3757 3323
3775 3894
3888 3757
3894 3888
5563 5735
5735 6116
5903 5563
6116 5903
6322 5903
6789 6322
424 6789
4216 3940
3207 3634
3485 3207
3634 3734
3634 3786
3734 3485
3940 3734
4689 4540
4825 4689
4825 5056
4910 4825
4932 4910
4968 4983
4983 4737
5056 5338
5264 5107
5338 5487
5487 5511
5511 5264
5747 5793
5778 5747
5793 5849
5849 5889
5889 5947
5947 5971
2736 2803
2803 3347
3024 2736
3223 3024
3347 3223
3615 3347
3659 3699
7405 7306
7405 7592
