012402.5 -080027 +0.174 -0.070  6.21
012401.4 -081100 -0.079 -0.218  3.60
012549.0 +601407 +0.297 -0.051  2.68 Ruchbah
012420.6 -065453 +0.042 +0.003  5.91
012439.8 -153937 +0.012 -0.005  6.14
012448.7 -025055 +0.013 -0.030  6.15
012535.7 +233042 +0.032 -0.021  6.18
012440.8 -412933 +0.022 -0.038  5.42
012618.6 +432728 +0.103 -0.060  5.96
012608.7 +343447 +0.230 -0.087  6.31
012441.9 -443142 -0.009 -0.018  6.26
012537.2 -143556 +0.039 -0.018  4.90
012615.3 +191020 -0.024 +0.010  5.38
012641.7 +191425 +0.050 -0.061  5.50
012706.2 +342239 +0.154 -0.011  6.27
012627.3 -002355 +0.044 -0.001  6.41
012739.4 +452424 +0.351 -0.107  4.83
012726.6 +410602 +0.003 -0.001  6.46
012653.5 +033207 +0.004 -0.035  6.58
012505.3 -642210 +0.023 -0.019  5.93
012651.6 -130324 +0.016 +0.009  5.66
012747.0 +402008 +0.015 -0.019  6.60
012658.1 -323235 -0.011 -0.031  5.79
023148.7 +891551 +0.038 -0.015  2.02 POLARIS
012746.6 -105406 +0.180 +0.019  6.13
012822.9 +075741 +0.112 -0.003  6.20
013113.8 +701553 +0.137 -0.077  5.81
013052.3 +660553 +0.084 -0.010  6.14
012821.9 -431906 -0.014 -0.209  3.41
013006.2 +470026 +0.008 -0.044  5.27
012843.3 -334549 -0.055 -0.025  6.58
012952.9 +182120 +0.063 -0.003  6.02
012936.1 -213746 +0.056 +0.006  5.12
013011.1 +060838 +0.294 -0.048  4.84
012930.4 -464523 -0.012 +0.013  6.31
013022.9 -261228 +0.045 +0.002  5.93
013129.0 +152045 +0.028 -0.006  3.62
013207.6 +344800 -0.008 -0.002  6.39
013325.8 +581939 +0.011 +0.002  5.70
013115.1 -490422 +0.142 +0.151  3.95
013143.3 -301700 +0.009 -0.067  5.82
013355.9 +591355 -0.037 -0.021  4.71
013139.1 -453432  0.000 +0.006  6.17
013303.5 -090053 +0.029 +0.003  6.59
013256.0 -365155 +0.002 -0.023  5.51
013416.6 +371414 +0.009 -0.015  5.88
013236.3 -494340 -0.030 -0.077  6.28
013342.9 -070131 +0.180 -0.081  5.76
013722.5 +741803 +0.027 -0.009  6.58
013449.1 +182738 +0.033 -0.069  5.89
013437.8 -154034 +0.096 +0.003  5.63
013552.5 +410435 +0.139 -0.002  6.38
013450.7 -315332 -0.077 -0.036  6.12
013627.2 +484322 -0.012 -0.017  5.92
013546.4 +143941 +0.004 -0.011  6.22
013830.9 +730224 -0.013 -0.015  5.28
013554.8 +172601 +0.152 +0.010  5.80
013647.8 +412420 -0.171 -0.382  4.09
013559.0 -152401 +0.023 +0.011  5.42
013515.2 -580822 +0.277 -0.035  6.01
013807.6 +575839 +0.007 -0.006  5.56
013608.4 -295427 +0.100 +0.040  5.69
013705.9 +120830 -0.066 +0.043  5.57
013759.6 +483742 +0.065 -0.113  3.57
013831.7 +452400 -0.034 +0.014  6.36
013737.7 -092414 +0.259 +0.093  6.24
013339.2 -783017 -0.034 -0.136  6.11
013644.8 -581615 +0.022 +0.003  6.18
013921.0 +442310 -0.022 +0.012  4.98
014013.1 +535206 -0.011 -0.002  6.39
013827.4 -363142 -0.018 -0.128  5.94
